run_id,dimension,bucket,trades,wins,losses,win_rate,net_pnl,gross_profit,gross_loss,profit_factor,sl_full,avg_confidence,avg_p_bull,avg_p_bear,avg_adx,avg_atr,avg_ema_stack
bt_20260427_085403,symbol,AUDUSD,1498,422,1076,0.2817,114333.098,1021897.8026,907564.7046,1.126,1076,0.563319,0.495681,0.504319,34.997793,0.00084446,-0.008011
bt_20260427_085403,symbol,EURGBP,1522,393,1129,0.2582,273917.1793,1455425.9044,1181508.7251,1.2318,1129,0.5555,0.539557,0.460443,34.689985,0.00071967,-0.072273
bt_20260427_085403,symbol,EURJPY,1475,421,1054,0.2854,372049.4158,1365449.0249,993399.6091,1.3745,1054,0.557825,0.542298,0.457702,33.885298,0.13995502,0.192542
bt_20260427_085403,symbol,EURUSD,1532,451,1081,0.2944,-35307.9156,1124139.5409,1159447.4565,0.9695,1081,0.562113,0.461379,0.538621,34.626155,0.00102607,-0.163185
bt_20260427_085403,symbol,GBPJPY,1464,380,1084,0.2596,-199924.4558,838460.1058,1038384.5616,0.8075,1084,0.556512,0.548008,0.451992,33.706628,0.17985098,0.211749
bt_20260427_085403,symbol,GBPUSD,1460,466,994,0.3192,419164.5021,1299101.2476,879936.7455,1.4764,994,0.560843,0.453793,0.546207,34.814671,0.00134801,-0.136986
bt_20260427_085403,symbol,NZDUSD,1132,340,792,0.3004,39878.5124,98565.256,58686.7436,1.6795,792,0.550081,0.441529,0.558471,34.57031,0.00075137,-0.178445
bt_20260427_085403,symbol,USDCAD,1543,470,1073,0.3046,-106473.152,1040301.6039,1146774.7559,0.9072,1073,0.558963,0.578721,0.421279,33.703299,0.00111193,-0.019443
bt_20260427_085403,symbol,USDCHF,1526,477,1049,0.3126,745808.0461,1625772.8464,879964.8003,1.8475,1049,0.559186,0.554019,0.445981,33.218586,0.00088958,0.065531
bt_20260427_085403,symbol,USDJPY,1499,436,1063,0.2909,255027.1533,1215572.303,960545.1497,1.2655,1063,0.557099,0.622317,0.377683,34.090319,0.11659229,0.361574
bt_20260427_085403,symbol,XAUUSD,1449,472,977,0.3257,897048.0307,1654313.042,757265.0113,2.1846,977,0.55784,0.510697,0.489303,34.940659,2.92747713,0.013803
bt_20260427_085403,side,buy,8681,2581,6100,0.2973,2608564.0446,8186822.2998,5578258.2552,1.4676,6100,0.558857,0.768927,0.231073,34.020587,0.30665399,0.279691
bt_20260427_085403,side,sell,7419,2147,5272,0.2894,166956.3697,4552176.3777,4385220.008,1.0381,5272,0.557662,0.23875,0.76125,34.594405,0.30114335,-0.266343
bt_20260427_085403,regime,BIAS_DOWN,4970,1450,3520,0.2918,245183.0488,2828696.0364,2583512.9876,1.0949,3520,0.559591,0.24818,0.75182,34.988915,0.31955606,-0.472837
bt_20260427_085403,regime,BIAS_NEUTRAL,5091,1443,3648,0.2834,1311636.9882,4872411.3293,3560774.3411,1.3684,3648,0.55422,0.510045,0.489955,33.741969,0.25147065,0.048713
bt_20260427_085403,regime,BIAS_UP,6039,1835,4204,0.3039,1218700.3773,5037891.3118,3819190.9345,1.3191,4204,0.560693,0.764406,0.235594,34.163492,0.33578658,0.422918
bt_20260427_085403,confidence_bin,0.50-0.55,9428,2816,6612,0.2987,384733.2582,4334673.0221,3949939.7639,1.0974,6612,0.521316,0.526119,0.473881,34.006162,0.30925374,0.033093
bt_20260427_085403,confidence_bin,0.55-0.60,3676,1071,2605,0.2913,509186.3374,2813728.4584,2304542.121,1.2209,2605,0.571172,0.518751,0.481249,34.072779,0.28350366,0.026115
bt_20260427_085403,confidence_bin,0.60-0.65,1697,493,1204,0.2905,578175.363,1980672.5545,1402497.1915,1.4122,1204,0.62037,0.5159,0.4841,35.105291,0.32362958,0.018857
bt_20260427_085403,confidence_bin,0.65-0.70,729,202,527,0.2771,866895.9831,1748930.5121,882034.529,1.9828,527,0.670993,0.529766,0.470234,35.345406,0.30305638,0.057613
bt_20260427_085403,confidence_bin,0.70-0.75,293,78,215,0.2662,431031.5028,901813.129,470781.6262,1.9156,215,0.720629,0.542867,0.457133,36.347526,0.28161541,-0.129693
bt_20260427_085403,confidence_bin,0.75-0.80,169,40,129,0.2367,-110570.4188,445230.2531,555800.6719,0.8011,129,0.770037,0.550602,0.449398,34.89643,0.40861294,0.059172
bt_20260427_085403,confidence_bin,0.80-0.90,104,28,76,0.2692,119205.1221,513950.7483,394745.6262,1.302,76,0.839296,0.593489,0.406511,39.505119,0.15665384,0.0
bt_20260427_085403,confidence_bin,0.90-1.00,4,0,4,0.0,-3136.7335,0,3136.7335,0.0,4,0.91175,0.911621,0.088379,32.660802,0.11344036,-0.5
bt_20260427_085403,hour,10,1516,430,1086,0.2836,-47278.8254,877949.7108,925228.5362,0.9489,1086,0.545105,0.503582,0.496418,35.389874,0.42540539,0.060686
bt_20260427_085403,hour,11,883,261,622,0.2956,-50338.1223,319401.974,369740.0963,0.8639,622,0.539089,0.53241,0.46759,35.563703,0.46822024,0.092865
bt_20260427_085403,hour,12,1078,312,766,0.2894,-217589.0004,367953.0398,585542.0402,0.6284,766,0.550962,0.546359,0.453641,34.916179,0.40860335,0.159555
bt_20260427_085403,hour,13,1086,335,751,0.3085,-161904.6336,317609.6292,479514.2628,0.6624,751,0.544783,0.50953,0.49047,34.732026,0.33174872,-0.023941
bt_20260427_085403,hour,14,853,250,603,0.2931,315303.9382,696227.5475,380923.6093,1.8277,603,0.540648,0.507086,0.492914,33.428496,0.40181675,0.025791
bt_20260427_085403,hour,15,894,295,599,0.33,2476.7643,204088.1964,201611.4321,1.0123,599,0.538364,0.534186,0.465814,31.497918,0.2961393,0.040268
bt_20260427_085403,hour,16,847,285,562,0.3365,139244.679,359086.2082,219841.5292,1.6334,562,0.545124,0.548068,0.451932,29.7137,0.23376127,0.139315
bt_20260427_085403,hour,17,551,164,387,0.2976,49015.0496,211374.0684,162359.0188,1.3019,387,0.533643,0.523833,0.476167,31.322776,0.13932929,0.094374
bt_20260427_085403,hour,7,3716,1064,2652,0.2863,1719916.2946,4786857.6707,3066941.3761,1.5608,2652,0.585972,0.535135,0.464865,35.337308,0.21288774,0.002153
bt_20260427_085403,hour,8,2652,794,1858,0.2994,13904.5307,2365243.7713,2351339.2406,1.0059,1858,0.569014,0.521686,0.478314,33.955341,0.26178449,-0.005279
bt_20260427_085403,hour,9,2024,538,1486,0.2658,1012769.7396,2233206.8612,1220437.1216,1.8298,1486,0.551401,0.511582,0.488418,35.134973,0.3307962,-0.044466
bt_20260427_085403,session,london,10791,3087,7704,0.2861,2648973.6172,10582659.988,7933686.3708,1.3339,7704,0.565743,0.522756,0.477244,34.985635,0.29776924,0.007228
bt_20260427_085403,session,ny,4231,1329,2902,0.3141,344135.7975,1788385.6497,1444249.8522,1.2383,2902,0.541211,0.523825,0.476175,32.337268,0.2936761,0.047743
bt_20260427_085403,session,off_session,1078,312,766,0.2894,-217589.0004,367953.0398,585542.0402,0.6284,766,0.550962,0.546359,0.453641,34.916179,0.40860335,0.159555
bt_20260427_085403,p_bull_bin,0.50-0.55,129,36,93,0.2791,-182507.2396,118612.7554,301119.995,0.3939,93,0.524992,0.524982,0.475018,34.970328,0.23042035,0.604651
bt_20260427_085403,p_bull_bin,0.55-0.60,293,105,188,0.3584,-28801.2386,270620.3188,299421.5574,0.9038,188,0.531964,0.579783,0.420217,33.501582,0.3234628,0.593857
bt_20260427_085403,p_bull_bin,0.60-0.65,519,145,374,0.2794,53884.1086,549578.2615,495694.1529,1.1087,374,0.552372,0.630618,0.369382,32.624719,0.35889474,0.477842
bt_20260427_085403,p_bull_bin,0.65-0.70,858,263,595,0.3065,314698.0422,1052965.6886,738267.6464,1.4263,595,0.558309,0.674145,0.325855,32.783072,0.26248965,0.463869
bt_20260427_085403,p_bull_bin,0.70-0.75,1491,430,1061,0.2884,495559.9115,1236282.8009,740722.8894,1.669,1061,0.553827,0.729173,0.270827,32.766968,0.31173306,0.273642
bt_20260427_085403,p_bull_bin,0.75-0.80,1514,457,1057,0.3018,673043.5319,1642981.7971,969938.2652,1.6939,1057,0.577689,0.773392,0.226608,32.831483,0.28438909,0.310436
bt_20260427_085403,p_bull_bin,0.80-0.90,3583,1060,2523,0.2958,1235329.4416,3191144.7976,1955815.356,1.6316,2523,0.557238,0.838613,0.161387,35.00625,0.31659462,0.2283
bt_20260427_085403,p_bull_bin,0.90-1.00,294,85,209,0.2891,47357.487,124635.8799,77278.3929,1.6128,209,0.561826,0.914587,0.085413,40.665517,0.32776997,-0.564626
bt_20260427_085403,p_bull_bin,<0.50,7419,2147,5272,0.2894,166956.3697,4552176.3777,4385220.008,1.0381,5272,0.557662,0.23875,0.76125,34.594405,0.30114335,-0.266343
bt_20260427_085403,p_bear_bin,0.50-0.55,163,50,113,0.3067,-32808.1867,188764.1467,221572.3334,0.8519,113,0.523356,0.476612,0.523388,36.980808,0.16503692,-0.699387
bt_20260427_085403,p_bear_bin,0.55-0.60,333,100,233,0.3003,-31301.6156,266981.0686,298282.6842,0.8951,233,0.53421,0.420748,0.579252,33.631796,0.20633125,-0.444444
bt_20260427_085403,p_bear_bin,0.60-0.65,506,146,360,0.2885,-57896.3506,357603.8687,415500.2193,0.8607,360,0.552347,0.370492,0.629508,33.935812,0.21902169,-0.505929
bt_20260427_085403,p_bear_bin,0.65-0.70,812,229,583,0.282,119703.1529,481775.4959,362072.343,1.3306,583,0.556572,0.327257,0.672743,33.462737,0.25149603,-0.359606
bt_20260427_085403,p_bear_bin,0.70-0.75,1266,366,900,0.2891,219963.3475,696978.0623,477014.7148,1.4611,900,0.551062,0.271746,0.728254,33.496056,0.29391156,-0.28594
bt_20260427_085403,p_bear_bin,0.75-0.80,1215,360,855,0.2963,-81254.556,679424.947,760679.503,0.8932,855,0.574639,0.226062,0.773938,33.760476,0.28728266,-0.274897
bt_20260427_085403,p_bear_bin,0.80-0.90,2907,841,2066,0.2893,-3573.1374,1736919.7412,1740492.8786,0.9979,2066,0.560294,0.159466,0.840534,35.49523,0.34013865,-0.174751
