run_id,source_split,timestamp,exit_timestamp,symbol,side,directional_group,regime,confidence,confidence_bin,session_hour,session,p_bull,p_bull_bin,p_bear,p_bear_bin,adx,adx_bin,atr,atr_entry_pct,atr_entry_pct_bin,ema_stack,same_timestamp_entries,same_timestamp_group_entries,pm_open_positions_seen,exit_reason,pnl,realized_rr
bt_20260510_094929,test,2023-09-27T12:15:00+00:00,2023-09-27T17:45:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.796,0.75-0.80,12,off_session,0.7958984375,0.75-0.80,0.2041015625,<0.50,56.86740493774414,40-60,0.0799420103430748,0.0005344434873623358,0.05-0.10%,2,1,1,0,sl_full,-100.0994,-1.00099999998999
bt_20260510_094929,test,2023-09-27T17:00:00+00:00,2023-09-27T17:45:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.6713987705948882,0.65-0.70,17,ny,0.75732421875,0.75-0.80,0.24267578125,<0.50,19.37342071533203,<20,0.06672912836074829,0.0004461281123834212,<0.05%,2,1,1,1,sl_full,-100.1005,-1.00099999998999
bt_20260510_094929,test,2023-09-28T07:00:00+00:00,2023-09-28T08:30:00+00:00,XAUUSD,sell,risk_off_sell,BIAS_DOWN,0.797,0.75-0.80,7,london,0.203369140625,<0.50,0.796630859375,0.75-0.80,17.479602813720703,<20,1.2525554895401,0.0006679298865603795,0.05-0.10%,-2,1,1,0,sl_full,-100.102,-1.0009999999899901
bt_20260510_094929,test,2023-09-28T07:30:00+00:00,2023-09-28T08:30:00+00:00,XAUUSD,sell,risk_off_sell,BIAS_DOWN,0.6820418158354942,0.65-0.70,7,london,0.2314453125,<0.50,0.7685546875,0.75-0.80,16.06766128540039,<20,1.3204526901245117,0.0007038286416746701,0.05-0.10%,-2,1,1,1,sl_full,-100.087,-1.0009999999899886
bt_20260510_094929,test,2023-10-02T16:00:00+00:00,2023-10-03T09:30:00+00:00,GBPUSD,sell,usd_short_sell,BIAS_DOWN,0.725,0.70-0.75,16,ny,0.274658203125,<0.50,0.725341796875,0.70-0.75,46.63351821899414,40-60,0.0007176442886702716,0.0005935565445745958,0.05-0.10%,-2,1,1,0,be_or_trail,130.2312,1.302311904008514
bt_20260510_094929,test,2023-10-20T07:15:00+00:00,2023-10-20T07:45:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.821,0.80-0.90,7,london,0.8212890625,0.80-0.90,0.1787109375,<0.50,24.37491798400879,20-30,2.006787061691284,0.0010119130453476418,0.10-0.20%,2,1,1,0,sl_full,-100.1217,-1.0009999999899921
bt_20260510_094929,test,2023-10-20T07:30:00+00:00,2023-10-20T07:45:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.7503346894627152,0.75-0.80,7,london,0.845703125,0.80-0.90,0.154296875,<0.50,21.878721237182617,20-30,2.019615411758423,0.0010191218600540143,0.10-0.20%,2,1,1,1,sl_full,-100.1205,-1.0009999999899921
bt_20260510_094929,test,2023-11-14T08:30:00+00:00,2023-11-14T14:15:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.735,0.70-0.75,8,london,0.7353515625,0.70-0.75,0.2646484375,<0.50,37.46796798706055,30-40,0.15215538442134857,0.0009336485181227347,0.05-0.10%,2,1,1,0,be_or_trail,242.5991,2.4259642015310288
bt_20260510_094929,test,2023-11-14T16:30:00+00:00,2023-11-14T17:00:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.7680730981970584,0.75-0.80,16,ny,0.8662109375,0.80-0.90,0.1337890625,<0.50,22.87944984436035,20-30,0.07262299954891205,0.00044385777881198276,<0.05%,2,1,1,0,sl_full,-100.1003,-1.0009999999899901
bt_20260510_094929,test,2023-11-20T08:30:00+00:00,2023-11-20T09:15:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.875,0.80-0.90,8,london,0.87548828125,0.80-0.90,0.12451171875,<0.50,32.27785873413086,30-40,0.0005945946904830635,0.0005439730979600035,0.05-0.10%,2,1,1,0,sl_full,-100.1,-1.00099999998999
bt_20260510_094929,test,2023-11-20T08:45:00+00:00,2023-11-21T00:45:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.7760553821275128,0.75-0.80,8,london,0.87548828125,0.80-0.90,0.12451171875,<0.50,33.380794525146484,30-40,0.0005846487474627793,0.0005349718009942539,0.05-0.10%,2,1,1,1,be_or_trail,267.048,2.6704799867665026
