run_id,dimension,bucket,trades,wins,losses,win_rate,net_pnl,gross_profit,gross_loss,profit_factor,sl_full,avg_confidence,avg_p_bull,avg_p_bear,avg_adx,avg_atr,avg_ema_stack
bt_20260511_080756,symbol,EURJPY,2,1,1,0.5,138.02,238.1184,100.0984,2.3788,1,0.753,0.247131,0.752869,35.299427,0.19807076,-2.0
bt_20260511_080756,symbol,EURUSD,2,0,2,0.0,-200.2,0,200.2,0.0,2,0.799,0.506775,0.493225,23.848349,0.00071989,0.0
bt_20260511_080756,symbol,GBPJPY,2,0,2,0.0,-200.1996,0,200.1996,0.0,2,0.812028,0.138428,0.861572,47.310251,0.24063768,0.0
bt_20260511_080756,symbol,USDJPY,2,0,2,0.0,-200.1999,0,200.1999,0.0,2,0.748,0.251953,0.748047,30.463818,0.19998784,-2.0
bt_20260511_080756,symbol,XAUUSD,3,2,1,0.6667,630.5638,730.6675,100.1037,7.2991,1,0.857333,0.399536,0.600464,25.081059,2.05843802,-1.333333
bt_20260511_080756,side,buy,2,0,2,0.0,-200.2037,0,200.2037,0.0,2,0.8455,0.845459,0.154541,32.247797,1.1637771,1.0
bt_20260511_080756,side,sell,9,3,6,0.3333,368.188,968.7859,600.5979,1.613,6,0.789451,0.199585,0.800415,31.621252,0.56962136,-1.555556
bt_20260511_080756,regime,BIAS_DOWN,9,3,6,0.3333,368.188,968.7859,600.5979,1.613,6,0.789451,0.199585,0.800415,31.621252,0.56962136,-1.555556
bt_20260511_080756,regime,BIAS_UP,2,0,2,0.0,-200.2037,0,200.2037,0.0,2,0.8455,0.845459,0.154541,32.247797,1.1637771,1.0
bt_20260511_080756,confidence_bin,0.65-0.70,2,1,1,0.5,138.0195,238.1184,100.0989,2.3788,1,0.6815,0.318359,0.681641,33.809505,0.14342196,-2.0
bt_20260511_080756,confidence_bin,0.75-0.80,4,1,3,0.25,-13.3644,286.9365,300.3009,0.9555,3,0.784014,0.191223,0.808777,29.717073,0.5896987,-1.5
bt_20260511_080756,confidence_bin,0.80-0.90,4,0,4,0.0,-400.4018,0,400.4018,0.0,4,0.845,0.500641,0.499359,35.747777,0.70138074,0.0
bt_20260511_080756,confidence_bin,0.90-1.00,1,1,0,1.0,443.731,443.731,0,443730999999.9999,0,0.917,0.083008,0.916992,19.608458,2.00298476,-2.0
bt_20260511_080756,hour,10,3,0,3,0.0,-300.3006,0,300.3006,0.0,3,0.807352,0.159668,0.840332,41.980355,0.25137343,-0.666667
bt_20260511_080756,hour,11,1,0,1,0.0,-100.0984,0,100.0984,0.0,1,0.841,0.159302,0.840698,32.586918,0.23642839,-2.0
bt_20260511_080756,hour,14,1,0,1,0.0,-100.1037,0,100.1037,0.0,1,0.885,0.885254,0.114746,29.852467,2.32676768,0.0
bt_20260511_080756,hour,15,2,2,0,1.0,730.6675,730.6675,0,730667500000.0,0,0.8435,0.156677,0.843323,22.695355,1.92427319,-2.0
bt_20260511_080756,hour,17,1,0,1,0.0,-100.1,0,100.1,0.0,1,0.792,0.207886,0.792114,13.05357,0.00065326,-2.0
bt_20260511_080756,hour,7,1,0,1,0.0,-100.0989,0,100.0989,0.0,1,0.698,0.301758,0.698242,29.607073,0.12713078,-2.0
bt_20260511_080756,hour,8,1,1,0,1.0,238.1184,238.1184,0,238118400000.0,0,0.665,0.334961,0.665039,38.011936,0.15971313,-2.0
bt_20260511_080756,hour,9,1,0,1,0.0,-100.1,0,100.1,0.0,1,0.806,0.805664,0.194336,34.643127,0.00078652,2.0
bt_20260511_080756,session,london,7,1,6,0.1429,-362.4795,238.1184,600.5979,0.3965,6,0.776008,0.297241,0.702759,37.255731,0.18259701,-0.857143
bt_20260511_080756,session,ny,4,2,2,0.5,530.4638,730.6675,200.2037,3.6496,2,0.841,0.351624,0.648376,22.074187,1.54399183,-1.5
bt_20260511_080756,p_bull_bin,0.80-0.90,2,0,2,0.0,-200.2037,0,200.2037,0.0,2,0.8455,0.845459,0.154541,32.247797,1.1637771,1.0
bt_20260511_080756,p_bull_bin,<0.50,9,3,6,0.3333,368.188,968.7859,600.5979,1.613,6,0.789451,0.199585,0.800415,31.621252,0.56962136,-1.555556
bt_20260511_080756,p_bear_bin,0.65-0.70,2,1,1,0.5,138.0195,238.1184,100.0989,2.3788,1,0.6815,0.318359,0.681641,33.809505,0.14342196,-2.0
bt_20260511_080756,p_bear_bin,0.75-0.80,3,1,2,0.3333,86.7355,286.9365,200.201,1.4332,2,0.786667,0.21346,0.78654,23.385462,0.70635326,-2.0
bt_20260511_080756,p_bear_bin,0.80-0.90,3,0,3,0.0,-300.298,0,300.298,0.0,3,0.821685,0.145386,0.854614,42.402473,0.23923459,-0.666667
bt_20260511_080756,p_bear_bin,0.90-1.00,1,1,0,1.0,443.731,443.731,0,443730999999.9999,0,0.917,0.083008,0.916992,19.608458,2.00298476,-2.0
bt_20260511_080756,p_bear_bin,<0.50,2,0,2,0.0,-200.2037,0,200.2037,0.0,2,0.8455,0.845459,0.154541,32.247797,1.1637771,1.0
bt_20260511_080756,adx_bin,20-30,3,1,2,0.3333,86.7339,286.9365,200.2026,1.4332,2,0.784333,0.472453,0.527547,28.413931,1.43315336,-1.333333
bt_20260511_080756,adx_bin,30-40,4,1,3,0.25,-62.181,238.1184,300.2994,0.7929,3,0.7775,0.375519,0.624481,34.140636,0.16744324,-1.0
bt_20260511_080756,adx_bin,40-60,2,0,2,0.0,-200.1996,0,200.1996,0.0,2,0.812028,0.138428,0.861572,47.310251,0.24063768,0.0
bt_20260511_080756,adx_bin,<20,2,1,1,0.5,343.631,443.731,100.1,4.4329,1,0.8545,0.145447,0.854553,16.331014,1.00181901,-2.0
