run_id,dimension,bucket,trades,wins,losses,win_rate,net_pnl,gross_profit,gross_loss,profit_factor,sl_full,avg_confidence,avg_p_bull,avg_p_bear,avg_adx,avg_atr,avg_ema_stack
bt_20260427_085733,symbol,AUDUSD,1306,360,946,0.2757,-233759.398,1875723.3966,2109482.7946,0.8892,946,0.564983,0.5091,0.4909,33.88842,0.00061374,0.099541
bt_20260427_085733,symbol,EURGBP,1351,307,1044,0.2272,-33383.6349,1797573.1608,1830956.7957,0.9818,1044,0.56324,0.496967,0.503033,33.216234,0.00044062,-0.124352
bt_20260427_085733,symbol,EURJPY,1274,413,861,0.3242,539356.3,1746284.1312,1206927.8312,1.4469,861,0.555062,0.588226,0.411774,33.572027,0.13024734,0.368917
bt_20260427_085733,symbol,EURUSD,1321,383,938,0.2899,364544.9123,1769253.2793,1404708.367,1.2595,938,0.55611,0.513472,0.486528,33.874554,0.0007253,-0.009084
bt_20260427_085733,symbol,GBPJPY,1225,409,816,0.3339,334996.592,1485294.3224,1150297.7304,1.2912,816,0.553965,0.595088,0.404912,33.298302,0.16713053,0.266122
bt_20260427_085733,symbol,GBPUSD,1299,359,940,0.2764,-53717.5523,1351411.5096,1405129.0619,0.9618,940,0.551227,0.520381,0.479619,33.696272,0.00094538,0.013857
bt_20260427_085733,symbol,NZDUSD,102,54,48,0.5294,1540842.7948,2396422.7744,855579.9796,2.8009,48,0.607466,0.585467,0.414533,34.565082,0.0005672,-0.235294
bt_20260427_085733,symbol,USDCAD,1329,392,937,0.295,875589.8101,1744333.8712,868744.0611,2.0079,937,0.557218,0.576459,0.423541,33.42362,0.00077263,0.091798
bt_20260427_085733,symbol,USDCHF,1287,385,902,0.2991,323226.7253,1227423.7168,904196.9915,1.3575,902,0.556193,0.562191,0.437809,34.473981,0.0007006,0.167832
bt_20260427_085733,symbol,USDJPY,1212,392,820,0.3234,356899.5896,1237672.8947,880773.3051,1.4052,820,0.551753,0.602813,0.397187,33.943342,0.12137593,0.377888
bt_20260427_085733,symbol,XAUUSD,1257,397,860,0.3158,-278597.5438,1097860.858,1376458.4018,0.7976,860,0.553795,0.601192,0.398808,33.871872,3.38759248,0.337311
bt_20260427_085733,side,buy,7775,2287,5488,0.2941,2501422.9473,11392473.6157,8891050.6684,1.2813,5488,0.556383,0.768375,0.231625,33.521278,0.43913193,0.408489
bt_20260427_085733,side,sell,5188,1564,3624,0.3015,1234575.6478,6336780.2993,5102204.6515,1.242,3624,0.55754,0.237183,0.762817,34.043238,0.2635505,-0.234387
bt_20260427_085733,regime,BIAS_DOWN,3193,1011,2182,0.3166,1616499.097,4496927.2395,2880428.1425,1.5612,2182,0.560926,0.250963,0.749037,33.919696,0.20278629,-0.483558
bt_20260427_085733,regime,BIAS_NEUTRAL,4137,1188,2949,0.2872,-51360.429,4753826.1364,4805186.5654,0.9893,2949,0.553069,0.506851,0.493149,33.548994,0.31111841,0.13198
bt_20260427_085733,regime,BIAS_UP,5633,1652,3981,0.2933,2170859.9271,8478500.5391,6307640.612,1.3442,3981,0.557308,0.764504,0.235496,33.755809,0.50540693,0.52512
bt_20260427_085733,confidence_bin,0.50-0.55,7732,2328,5404,0.3011,1087943.0601,6403482.7266,5315539.6665,1.2047,5404,0.521196,0.561759,0.438241,33.479372,0.38553559,0.187274
bt_20260427_085733,confidence_bin,0.55-0.60,2984,895,2089,0.2999,941032.5173,3904099.6209,2963067.1036,1.3176,2089,0.570345,0.550134,0.449866,34.021593,0.34661546,0.059651
bt_20260427_085733,confidence_bin,0.60-0.65,1248,357,891,0.2861,567214.2085,2779785.7529,2212571.5444,1.2564,891,0.620059,0.529667,0.470333,33.953983,0.34509757,0.190705
