run_id,source_split,timestamp,exit_timestamp,symbol,side,directional_group,regime,confidence,confidence_bin,session_hour,session,p_bull,p_bull_bin,p_bear,p_bear_bin,adx,adx_bin,atr,atr_entry_pct,atr_entry_pct_bin,ema_stack,same_timestamp_entries,same_timestamp_group_entries,pm_open_positions_seen,exit_reason,pnl,realized_rr
bt_20260510_143354,test,2023-09-27T17:00:00+00:00,2023-09-27T17:45:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.758,0.75-0.80,17,ny,0.7578125,0.75-0.80,0.2421875,<0.50,19.37342071533203,<20,0.06672912836074829,0.0004461281123834212,<0.05%,2,1,1,0,sl_full,-100.1005,-1.00099999998999
bt_20260510_143354,test,2023-09-27T17:15:00+00:00,2023-09-27T17:45:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.6793810545253426,0.65-0.70,17,ny,0.765625,0.75-0.80,0.234375,<0.50,21.464704513549805,20-30,0.06236524507403374,0.00041697778347244655,<0.05%,2,1,1,1,sl_full,-100.0997,-1.00099999998999
bt_20260510_143354,test,2023-09-28T07:00:00+00:00,2023-09-28T08:30:00+00:00,XAUUSD,sell,risk_off_sell,BIAS_DOWN,0.781,0.75-0.80,7,london,0.2188720703125,<0.50,0.7811279296875,0.75-0.80,17.479602813720703,<20,1.2525554895401,0.0006679298865603795,0.05-0.10%,-2,1,1,0,sl_full,-100.102,-1.0009999999899901
bt_20260510_143354,test,2023-09-28T07:30:00+00:00,2023-09-28T08:30:00+00:00,XAUUSD,sell,risk_off_sell,BIAS_DOWN,0.6900240997659486,0.65-0.70,7,london,0.222412109375,<0.50,0.777587890625,0.75-0.80,16.06766128540039,<20,1.3204526901245117,0.0007038286416746701,0.05-0.10%,-2,1,1,1,sl_full,-100.087,-1.0009999999899886
bt_20260510_143354,test,2023-10-20T07:15:00+00:00,2023-10-20T07:45:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.853,0.80-0.90,7,london,0.8525390625,0.80-0.90,0.1474609375,<0.50,24.37491798400879,20-30,2.006787061691284,0.0010119130453476418,0.10-0.20%,2,1,1,0,sl_full,-100.1217,-1.0009999999899921
bt_20260510_143354,test,2023-10-20T07:30:00+00:00,2023-10-20T07:45:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.7645254164501898,0.75-0.80,7,london,0.8623046875,0.80-0.90,0.1376953125,<0.50,21.878721237182617,20-30,2.019615411758423,0.0010191218600540143,0.10-0.20%,2,1,1,1,sl_full,-100.1205,-1.0009999999899921
bt_20260510_143354,test,2023-10-20T08:00:00+00:00,2023-10-20T08:15:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.6709935654897701,0.65-0.70,8,london,0.8525390625,0.80-0.90,0.1474609375,<0.50,27.148971557617188,20-30,2.45940899848938,0.0012426650332703069,0.10-0.20%,2,1,1,0,sl_full,-100.1202,-1.0009999999899921
bt_20260510_143354,test,2023-11-14T08:30:00+00:00,2023-11-14T14:15:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.757,0.75-0.80,8,london,0.7568359375,0.75-0.80,0.2431640625,<0.50,37.46796798706055,30-40,0.15215538442134857,0.0009336485181227347,0.05-0.10%,2,1,1,0,be_or_trail,249.4424,2.49439676236259
bt_20260510_143354,test,2023-11-14T08:45:00+00:00,2023-11-14T14:15:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.6776072136519083,0.65-0.70,8,london,0.76416015625,0.75-0.80,0.23583984375,<0.50,41.20335006713867,40-60,0.1477346569299698,0.0009066391814872397,0.05-0.10%,2,1,1,1,be_or_trail,238.7388,2.3874139954755127
bt_20260510_143354,test,2023-11-20T08:30:00+00:00,2023-11-20T09:15:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.847,0.80-0.90,8,london,0.84716796875,0.80-0.90,0.15283203125,<0.50,32.27785873413086,30-40,0.0005945946904830635,0.0005439730979600035,0.05-0.10%,2,1,1,0,sl_full,-100.1,-1.00099999998999
bt_20260510_143354,test,2023-11-20T08:45:00+00:00,2023-11-21T00:45:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.7680730981970584,0.75-0.80,8,london,0.8662109375,0.80-0.90,0.1337890625,<0.50,33.380794525146484,30-40,0.0005846487474627793,0.0005349718009942539,0.05-0.10%,2,1,1,1,be_or_trail,264.5403,2.6454024252318775
bt_20260510_143354,test,2023-11-20T09:00:00+00:00,2023-11-21T00:45:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.6938057734607002,0.65-0.70,9,london,0.88232421875,0.80-0.90,0.11767578125,<0.50,30.440885543823242,30-40,0.0006560289184562862,0.0006005347072305276,0.05-0.10%,2,1,1,2,be_or_trail,248.031,2.4803101230682443
bt_20260510_143354,test,2023-11-24T16:30:00+00:00,2023-11-24T16:45:00+00:00,GBPUSD,buy,usd_short_buy,BIAS_UP,0.896,0.80-0.90,16,ny,0.896484375,0.80-0.90,0.103515625,<0.50,28.066740036010742,20-30,0.0006445473409257829,0.0005112201130120217,0.05-0.10%,2,1,1,0,sl_full,-100.1,-1.00099999998999
bt_20260510_143354,test,2023-11-24T16:45:00+00:00,2023-11-28T09:15:00+00:00,GBPUSD,buy,usd_short_buy,BIAS_UP,0.8017760747923104,0.80-0.90,16,ny,0.904296875,0.90-1.00,0.095703125,<0.50,32.394020080566406,30-40,0.0007279410492628813,0.0005775421443646056,0.05-0.10%,2,1,1,0,be_or_trail,311.9085,3.119084549516596
bt_20260510_143354,test,2023-11-28T14:30:00+00:00,2023-11-29T04:30:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.931,0.90-1.00,14,ny,0.93115234375,0.90-1.00,0.06884765625,<0.50,62.545562744140625,>=60,2.148602247238159,0.0010526362093703004,0.10-0.20%,2,1,1,0,sl_full,-100.0888,-1.0009999999899888
bt_20260510_143354,test,2023-11-28T15:00:00+00:00,2023-11-29T04:30:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.8141929609063506,0.80-0.90,15,ny,0.91796875,0.90-1.00,0.08203125,<0.50,61.1165885925293,>=60,2.0421411991119385,0.0010007473969013848,0.10-0.20%,2,1,1,1,sl_full,-100.0991,-1.00099999998999
bt_20260510_143354,test,2023-11-28T15:15:00+00:00,2023-11-29T02:30:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.7040319356545653,0.70-0.75,15,ny,0.89501953125,0.80-0.90,0.10498046875,<0.50,57.84821319580078,40-60,1.936522364616394,0.0009487672431672708,0.05-0.10%,2,1,1,2,be_or_trail,123.2049,1.2319458861242658
bt_20260510_143354,test,2024-01-10T14:15:00+00:00,2024-01-10T19:15:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.86,0.80-0.90,14,ny,0.8603515625,0.80-0.90,0.1396484375,<0.50,42.86308288574219,40-60,0.08565978705883026,0.0005880556609235874,0.05-0.10%,2,1,1,0,sl_full,-100.1002,-1.00099999998999
bt_20260510_143354,test,2024-01-10T16:30:00+00:00,2024-01-10T17:30:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.7077625085002917,0.70-0.75,16,ny,0.7978515625,0.75-0.80,0.2021484375,<0.50,58.21282196044922,40-60,0.09016840159893036,0.0006186547550514301,0.05-0.10%,2,1,1,1,sl_full,-100.1008,-1.0009999999899901
bt_20260510_143354,test,2024-01-10T17:00:00+00:00,2024-01-11T05:30:00+00:00,GBPJPY,buy,gbp_cross_buy,BIAS_UP,0.844,0.80-0.90,17,ny,0.84375,0.80-0.90,0.15625,<0.50,55.935726165771484,40-60,0.1277437061071396,0.000688574450308942,0.05-0.10%,2,2,1,2,sl_full,-100.0997,-1.00099999998999
