run_id,dimension,bucket,trades,wins,losses,win_rate,net_pnl,gross_profit,gross_loss,profit_factor,sl_full,avg_confidence,avg_p_bull,avg_p_bear,avg_adx,avg_atr,avg_ema_stack
bt_20260511_013931,symbol,EURJPY,49,8,41,0.1633,-1533.5741,2570.5213,4104.0954,0.6263,41,0.774502,0.678279,0.321721,30.858984,0.11047661,1.061224
bt_20260511_013931,symbol,EURUSD,34,7,27,0.2059,-737.3949,1965.3051,2702.7,0.7272,27,0.790895,0.631008,0.368992,27.016088,0.0006932,0.705882
bt_20260511_013931,symbol,GBPJPY,19,4,15,0.2105,-530.3219,971.18,1501.5019,0.6468,15,0.792849,0.567929,0.432071,36.526138,0.14645462,0.631579
bt_20260511_013931,symbol,GBPUSD,23,5,18,0.2174,-338.8832,1462.9168,1801.8,0.8119,18,0.806032,0.678629,0.321371,29.500066,0.00083775,0.956522
bt_20260511_013931,symbol,USDJPY,42,9,33,0.2143,-852.3956,2450.9056,3303.3012,0.742,33,0.775647,0.669816,0.330184,33.790369,0.11272904,0.952381
bt_20260511_013931,symbol,XAUUSD,56,27,29,0.4821,4103.245,7006.1414,2902.8964,2.4135,29,0.753669,0.767999,0.232001,31.567406,3.53179966,1.571429
bt_20260511_013931,side,buy,171,52,119,0.3041,2444.8474,14356.7566,11911.9092,1.2052,119,0.770489,0.851157,0.148843,31.274777,1.10246508,1.976608
bt_20260511_013931,side,sell,52,8,44,0.1538,-2334.1721,2070.2136,4404.3857,0.47,44,0.797554,0.128489,0.871511,31.579207,0.42755194,-1.923077
bt_20260511_013931,regime,BIAS_DOWN,52,8,44,0.1538,-2334.1721,2070.2136,4404.3857,0.47,44,0.797554,0.128489,0.871511,31.579207,0.42755194,-1.923077
bt_20260511_013931,regime,BIAS_UP,171,52,119,0.3041,2444.8474,14356.7566,11911.9092,1.2052,119,0.770489,0.851157,0.148843,31.274777,1.10246508,1.976608
bt_20260511_013931,confidence_bin,0.60-0.65,21,7,14,0.3333,125.538,1526.9593,1401.4213,1.0896,14,0.634237,0.701326,0.298674,31.350866,0.91787817,1.333333
bt_20260511_013931,confidence_bin,0.65-0.70,33,13,20,0.3939,958.6895,2960.6549,2001.9654,1.4789,20,0.675845,0.739983,0.260017,31.190834,1.71851488,1.393939
bt_20260511_013931,confidence_bin,0.70-0.75,38,9,29,0.2368,-636.1879,2266.7606,2902.9485,0.7808,29,0.726719,0.68886,0.31114,30.904361,0.76013477,1.157895
bt_20260511_013931,confidence_bin,0.75-0.80,36,10,26,0.2778,272.0312,2874.5999,2602.5687,1.1045,26,0.776813,0.709539,0.290461,30.719385,1.20775305,1.222222
bt_20260511_013931,confidence_bin,0.80-0.90,70,15,55,0.2143,-1028.4101,4477.0897,5505.4998,0.8132,55,0.843644,0.619911,0.380089,31.27191,0.56495053,0.714286
bt_20260511_013931,confidence_bin,0.90-1.00,25,6,19,0.24,419.0146,2320.9058,1901.8912,1.2203,19,0.91876,0.718728,0.281272,33.325705,0.91428113,1.04
bt_20260511_013931,hour,10,15,3,12,0.2,-534.5671,666.633,1201.2001,0.555,12,0.774183,0.578044,0.421956,28.849401,0.68033607,0.666667
bt_20260511_013931,hour,11,4,1,3,0.25,56.1929,356.4918,300.2989,1.1871,3,0.818988,0.478455,0.521545,24.674891,0.12986448,0.0
bt_20260511_013931,hour,12,9,0,9,0.0,-900.8974,0,900.8974,0.0,9,0.730703,0.488807,0.511193,28.491976,0.11886894,0.222222
bt_20260511_013931,hour,13,12,2,10,0.1667,-194.0118,806.9953,1001.0071,0.8062,10,0.810567,0.678385,0.321615,34.74945,0.62010206,1.0
bt_20260511_013931,hour,14,13,1,12,0.0769,-1047.7634,153.4223,1201.1857,0.1277,12,0.780948,0.648353,0.351647,36.039556,0.44537142,0.923077
bt_20260511_013931,hour,15,23,8,15,0.3478,260.4688,1761.9254,1501.4566,1.1735,15,0.779202,0.676142,0.323858,34.272438,0.67468051,1.130435
bt_20260511_013931,hour,16,21,3,18,0.1429,-975.8307,825.9671,1801.7978,0.4584,18,0.823711,0.786633,0.213367,32.866361,0.57590057,1.619048
bt_20260511_013931,hour,17,24,4,20,0.1667,-773.1698,1228.8678,2002.0376,0.6138,20,0.770084,0.611275,0.388725,32.836325,0.19677278,0.666667
bt_20260511_013931,hour,7,51,18,33,0.3529,1403.8394,4707.1898,3303.3504,1.425,33,0.76696,0.73208,0.26792,28.340687,1.93598757,1.294118
bt_20260511_013931,hour,8,25,6,19,0.24,-104.9411,1796.9248,1901.8659,0.9448,19,0.751962,0.649082,0.350918,30.570776,0.7701889,0.88
bt_20260511_013931,hour,9,26,14,12,0.5385,2921.3555,4122.5529,1201.1974,3.432,12,0.779492,0.783541,0.216459,32.328988,1.36171761,1.461538
bt_20260511_013931,session,london,121,42,79,0.3471,3741.8796,11649.7923,7907.9127,1.4732,79,0.769169,0.69851,0.30149,29.60032,1.3563574,1.123967
bt_20260511_013931,session,ny,93,18,75,0.1935,-2730.3069,4777.1779,7507.4848,0.6363,75,0.79119,0.680757,0.319243,33.892893,0.489948,1.075269
bt_20260511_013931,session,off_session,9,0,9,0.0,-900.8974,0,900.8974,0.0,9,0.730703,0.488807,0.511193,28.491976,0.11886894,0.222222
bt_20260511_013931,p_bull_bin,0.60-0.65,4,2,2,0.5,287.1879,487.4068,200.2189,2.4344,2,0.64025,0.640137,0.359863,43.673293,1.87608703,1.5
bt_20260511_013931,p_bull_bin,0.65-0.70,2,0,2,0.0,-200.2003,0,200.2003,0.0,2,0.677,0.677002,0.322998,36.718567,0.11484301,2.0
bt_20260511_013931,p_bull_bin,0.70-0.75,8,2,6,0.25,-126.9259,473.6686,600.5945,0.7887,6,0.689141,0.730347,0.269653,28.615466,1.48616619,2.0
bt_20260511_013931,p_bull_bin,0.75-0.80,17,5,12,0.2941,141.8132,1343.0028,1201.1896,1.1181,12,0.739207,0.779957,0.220043,35.654536,1.1103229,2.0
bt_20260511_013931,p_bull_bin,0.80-0.90,96,32,64,0.3333,2317.2544,8723.6307,6406.3763,1.3617,64,0.772703,0.855586,0.144414,30.665899,1.22552,2.0
bt_20260511_013931,p_bull_bin,0.90-1.00,44,11,33,0.25,25.7181,3329.0477,3303.3296,1.0078,33,0.808626,0.918069,0.081931,30.019985,0.73574443,1.954545
bt_20260511_013931,p_bull_bin,<0.50,52,8,44,0.1538,-2334.1721,2070.2136,4404.3857,0.47,44,0.797554,0.128489,0.871511,31.579207,0.42755194,-1.923077
bt_20260511_013931,p_bear_bin,0.65-0.70,1,0,1,0.0,-100.102,0,100.102,0.0,1,0.689,0.310547,0.689453,17.479603,1.25255549,-2.0
bt_20260511_013931,p_bear_bin,0.70-0.75,1,1,0,1.0,292.4626,292.4626,0,292462600000.0,0,0.659869,0.256104,0.743896,37.014454,5.01351833,-2.0
bt_20260511_013931,p_bear_bin,0.75-0.80,3,1,2,0.3333,-61.9647,138.235,200.1997,0.6905,2,0.758333,0.241781,0.758219,33.32748,1.8071698,-2.0
bt_20260511_013931,p_bear_bin,0.80-0.90,29,5,24,0.1724,-1070.5714,1331.8142,2402.3856,0.5544,24,0.798841,0.136186,0.863814,30.480182,0.29488247,-2.0
bt_20260511_013931,p_bear_bin,0.90-1.00,18,1,17,0.0556,-1393.9966,307.7018,1701.6984,0.1808,17,0.815699,0.080002,0.919998,33.539831,0.11075145,-1.777778
bt_20260511_013931,p_bear_bin,<0.50,171,52,119,0.3041,2444.8474,14356.7566,11911.9092,1.2052,119,0.770489,0.851157,0.148843,31.274777,1.10246508,1.976608
bt_20260511_013931,adx_bin,20-30,87,23,64,0.2644,-259.5059,6146.8724,6406.3783,0.9595,64,0.775437,0.722392,0.277608,25.386792,1.20816785,1.310345
bt_20260511_013931,adx_bin,30-40,66,19,47,0.2879,998.4058,5703.1619,4704.7561,1.2122,47,0.785196,0.650217,0.349783,34.673342,0.90747397,0.878788
bt_20260511_013931,adx_bin,40-60,40,11,29,0.275,-75.4676,2827.4144,2902.882,0.974,29,0.777683,0.663557,0.336443,47.212585,0.68751042,1.05
bt_20260511_013931,adx_bin,<20,28,6,22,0.2143,-574.1086,1628.0811,2202.1897,0.7393,22,0.761029,0.653974,0.346026,17.173163,0.50211373,0.714286
bt_20260511_013931,adx_bin,>=60,2,1,1,0.5,21.3516,121.4404,100.0888,1.2133,1,0.762229,0.806641,0.193359,61.831076,2.09537172,2.0
bt_20260511_013931,atr_entry_pct_bin,0.05-0.10%,104,22,82,0.2115,-2020.5102,6187.6622,8208.1724,0.7538,82,0.776776,0.696372,0.303628,30.614322,0.34821787,1.115385
bt_20260511_013931,atr_entry_pct_bin,0.10-0.20%,64,26,38,0.4062,3045.1266,6848.9477,3803.8211,1.8005,38,0.772702,0.648396,0.351604,32.729996,2.16110727,0.9375
bt_20260511_013931,atr_entry_pct_bin,0.20-0.50%,5,5,0,1.0,1373.2705,1373.2705,0,1373270499999.9998,0,0.785968,0.859863,0.140137,29.039123,6.80601282,2.0
bt_20260511_013931,atr_entry_pct_bin,<0.05%,50,7,43,0.14,-2287.2116,2017.0898,4304.3014,0.4686,43,0.78118,0.680199,0.319801,31.326015,0.04397283,1.04
bt_20260511_013931,ema_stack,-2,50,8,42,0.16,-2133.9725,2070.2136,4204.1861,0.4924,42,0.794698,0.130488,0.869512,30.949965,0.43502851,-2.0
bt_20260511_013931,ema_stack,0,4,0,4,0.0,-400.3992,0,400.3992,0.0,4,0.821987,0.426712,0.573288,47.055181,0.18566459,0.0
bt_20260511_013931,ema_stack,2,169,52,117,0.3077,2645.047,14356.7566,11711.7096,1.2258,117,0.770436,0.852059,0.147941,31.091045,1.11396536,2.0
bt_20260511_013931,directional_group,eur_cross_buy,38,5,33,0.1316,-1680.3841,1622.9116,3303.2957,0.4913,33,0.769064,0.845112,0.154888,31.571439,0.09678667,1.947368
bt_20260511_013931,directional_group,eur_cross_sell,11,3,8,0.2727,146.81,947.6097,800.7997,1.1833,8,0.793287,0.101948,0.898052,28.397774,0.15776912,-2.0
bt_20260511_013931,directional_group,gbp_cross_buy,12,3,9,0.25,-118.682,782.2196,900.9016,0.8683,9,0.763247,0.824788,0.175212,33.624695,0.12922181,1.833333
bt_20260511_013931,directional_group,gbp_cross_sell,7,1,6,0.1429,-411.6399,188.9604,600.6003,0.3146,6,0.843596,0.127598,0.872402,41.50004,0.17599657,-1.428571
bt_20260511_013931,directional_group,risk_off_buy,50,24,26,0.48,3646.7627,6249.3712,2602.6085,2.4012,26,0.756902,0.834697,0.165303,32.235967,3.60405376,2.0
bt_20260511_013931,directional_group,risk_off_sell,6,3,3,0.5,456.4823,756.7702,300.2879,2.5201,3,0.726726,0.212179,0.787821,25.996058,2.92968216,-2.0
bt_20260511_013931,directional_group,usd_long_buy,31,9,22,0.2903,248.7022,2450.9056,2202.2034,1.1129,22,0.770035,0.86169,0.13831,34.317264,0.09866811,2.0
bt_20260511_013931,directional_group,usd_long_sell,11,0,11,0.0,-1101.0978,0,1101.0978,0.0,11,0.791462,0.129078,0.870922,32.305484,0.1523553,-2.0
bt_20260511_013931,directional_group,usd_short_buy,40,11,29,0.275,348.4486,3251.3486,2902.9,1.12,29,0.791353,0.877222,0.122778,26.728556,0.00078934,2.0
bt_20260511_013931,directional_group,usd_short_sell,17,1,16,0.0588,-1424.7267,176.8733,1601.6,0.1104,16,0.810298,0.11611,0.88389,31.053311,0.00066256,-2.0
bt_20260511_013931,same_timestamp_entries,1,201,56,145,0.2786,666.2794,15180.7727,14514.4933,1.0459,145,0.774554,0.683619,0.316381,31.389643,0.94287646,1.084577
bt_20260511_013931,same_timestamp_entries,2,12,1,11,0.0833,-783.4719,317.6311,1101.103,0.2885,11,0.821768,0.618388,0.381612,31.233152,0.35900455,0.666667
bt_20260511_013931,same_timestamp_entries,3,6,2,4,0.3333,298.7675,699.1672,400.3997,1.7462,4,0.805862,0.754598,0.245402,31.726874,1.84595975,1.333333
bt_20260511_013931,same_timestamp_entries,4,4,1,3,0.25,-70.8997,229.3992,300.2989,0.7639,3,0.711194,0.718384,0.281616,28.90708,1.46306169,1.0
bt_20260511_013931,same_timestamp_group_entries,1,213,60,153,0.2817,1111.6753,16426.9702,15315.2949,1.0726,153,0.77614,0.681105,0.318895,31.454887,0.98941692,1.061033
bt_20260511_013931,same_timestamp_group_entries,2,10,0,10,0.0,-1001.0,0,1001.0,0.0,10,0.790865,0.715399,0.284601,29.021464,0.0008425,1.2
bt_20260511_013931,pm_open_positions_seen,0,88,27,61,0.3068,2026.4813,8132.5844,6106.1031,1.3319,61,0.833062,0.698907,0.301093,31.606929,0.90401551,1.136364
bt_20260511_013931,pm_open_positions_seen,1,58,17,41,0.2931,151.5608,4255.6547,4104.0939,1.0369,41,0.766202,0.742898,0.257102,30.821518,1.12782779,1.37931
bt_20260511_013931,pm_open_positions_seen,10,1,1,0,1.0,229.3992,229.3992,0,229399200000.0,0,0.657621,0.835938,0.164062,26.25592,5.72283459,2.0
bt_20260511_013931,pm_open_positions_seen,11,1,0,1,0.0,-100.1,0,100.1,0.0,1,0.660002,0.945801,0.054199,23.231533,0.00104986,2.0
bt_20260511_013931,pm_open_positions_seen,2,43,13,30,0.3023,313.6329,3316.6342,3003.0013,1.1044,30,0.706154,0.710188,0.289812,31.396682,1.18485195,1.302326
