run_id,source_split,timestamp,exit_timestamp,symbol,side,directional_group,regime,confidence,confidence_bin,session_hour,session,p_bull,p_bull_bin,p_bear,p_bear_bin,adx,adx_bin,atr,atr_entry_pct,atr_entry_pct_bin,ema_stack,same_timestamp_entries,same_timestamp_group_entries,pm_open_positions_seen,exit_reason,pnl,realized_rr
bt_20260427_073322,test,2023-08-07T07:00:00+00:00,2023-08-07T07:30:00+00:00,EURGBP,buy,eur_cross_buy,BIAS_UP,0.706,0.70-0.75,7,london,0.70556640625,0.70-0.75,0.29443359375,<0.50,29.495899200439453,20-30,0.0004236219101585448,0.0004912572219641211,<0.05%,0,4,1,0,sl_full,-100.1,-1.00099999998999
bt_20260427_073322,test,2023-08-07T07:00:00+00:00,2023-08-07T16:30:00+00:00,EURUSD,buy,usd_short_buy,BIAS_NEUTRAL,0.707,0.70-0.75,7,london,0.70654296875,0.70-0.75,0.29345703125,<0.50,32.958702087402344,30-40,0.0005002465914003551,0.00045565608675091096,<0.05%,0,4,1,1,be_or_trail,227.9283,2.302329630845526
bt_20260427_073322,test,2023-08-07T07:00:00+00:00,2023-08-07T12:15:00+00:00,GBPJPY,buy,gbp_cross_buy,BIAS_NEUTRAL,0.593,0.55-0.60,7,london,0.59326171875,0.55-0.60,0.40673828125,<0.50,25.992454528808594,20-30,0.127658873796463,0.0007041373902561804,0.05-0.10%,0,4,1,2,tp2,259.9762,2.5669419983841197
bt_20260427_073322,test,2023-08-07T07:00:00+00:00,2023-08-07T09:30:00+00:00,USDCHF,sell,usd_long_sell,BIAS_NEUTRAL,0.601,0.60-0.65,7,london,0.3994140625,<0.50,0.6005859375,0.60-0.65,42.33397674560547,40-60,0.000542529858648777,0.0006188071180559428,0.05-0.10%,2,4,1,3,tp2,271.0958,2.6097510577152634
bt_20260427_073322,test,2023-08-07T07:15:00+00:00,2023-08-07T09:30:00+00:00,GBPUSD,buy,usd_short_buy,BIAS_NEUTRAL,0.594,0.55-0.60,7,london,0.59423828125,0.55-0.60,0.40576171875,<0.50,24.63410186767578,20-30,0.0007588542648591101,0.0005957054380210853,0.05-0.10%,0,2,1,4,tp2,274.1752,2.5722656257000662
bt_20260427_073322,test,2023-08-07T07:15:00+00:00,2023-08-07T08:15:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.696,0.65-0.70,7,london,0.6962890625,0.65-0.70,0.3037109375,<0.50,49.1103515625,40-60,0.09394046664237976,0.0006600908387174124,0.05-0.10%,0,2,1,5,sl_full,-109.4397,-1.0009999999908443
bt_20260427_073322,test,2023-08-08T07:00:00+00:00,2023-08-09T10:00:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.651,0.65-0.70,7,london,0.65087890625,0.65-0.70,0.34912109375,<0.50,33.53287887573242,30-40,0.17874233424663544,0.0011416398144977397,0.10-0.20%,0,4,1,0,tp2,311.4644,2.87760078778965
bt_20260427_073322,test,2023-08-08T07:00:00+00:00,2023-08-08T08:15:00+00:00,GBPJPY,buy,gbp_cross_buy,BIAS_UP,0.729,0.70-0.75,7,london,0.7294921875,0.70-0.75,0.2705078125,<0.50,35.784523010253906,30-40,0.20042262971401215,0.0011019718302374471,0.10-0.20%,0,4,1,1,sl_full,-111.4635,-1.0009999999910104
bt_20260427_073322,test,2023-08-08T07:00:00+00:00,2023-08-08T11:30:00+00:00,USDCAD,buy,usd_long_buy,BIAS_UP,0.741,0.70-0.75,7,london,0.74072265625,0.70-0.75,0.25927734375,<0.50,67.814208984375,>=60,0.0007013554568402469,0.0005211868840722091,0.05-0.10%,2,4,1,2,be_or_trail,149.0411,1.3520137302235467
bt_20260427_073322,test,2023-08-08T07:00:00+00:00,2023-08-08T10:30:00+00:00,XAUUSD,sell,risk_off_sell,BIAS_NEUTRAL,0.757,0.75-0.80,7,london,0.242919921875,<0.50,0.757080078125,0.75-0.80,24.6332950592041,20-30,1.9156243801116943,0.0009915657870122761,0.05-0.10%,-2,4,1,3,be_or_trail,154.1524,1.379850713477568
