run_id,source_split,timestamp,exit_timestamp,symbol,side,directional_group,regime,confidence,confidence_bin,session_hour,session,p_bull,p_bull_bin,p_bear,p_bear_bin,adx,adx_bin,atr,atr_entry_pct,atr_entry_pct_bin,ema_stack,same_timestamp_entries,same_timestamp_group_entries,pm_open_positions_seen,exit_reason,pnl,realized_rr
bt_20260501_095715,combined_eval,2022-08-10T14:15:00+00:00,2022-08-10T17:00:00+00:00,GBPUSD,buy,usd_short_buy,BIAS_UP,0.831,0.80-0.90,14,ny,0.83056640625,0.80-0.90,0.16943359375,<0.50,32.44729232788086,30-40,0.0014942651614546776,0.0012220388901330735,0.10-0.20%,2,1,1,0,sl_full,-100.1,-1.00099999998999
bt_20260501_095715,combined_eval,2022-08-10T14:30:00+00:00,2022-08-10T15:15:00+00:00,GBPUSD,buy,usd_short_buy,BIAS_UP,0.7405785646588264,0.70-0.75,14,ny,0.8349609375,0.80-0.90,0.1650390625,<0.50,30.961618423461914,30-40,0.001476363162510097,0.0012065388473769523,0.10-0.20%,2,1,1,1,sl_full,-100.1,-1.00099999998999
bt_20260501_095715,combined_eval,2022-08-10T14:45:00+00:00,2022-08-10T17:00:00+00:00,GBPUSD,buy,usd_short_buy,BIAS_UP,0.6702069376287035,0.65-0.70,14,ny,0.8515625,0.80-0.90,0.1484375,<0.50,30.085325241088867,30-40,0.0014168480411171913,0.0011587446277529813,0.10-0.20%,2,1,1,2,sl_full,-100.1,-1.00099999998999
bt_20260501_095715,combined_eval,2022-08-11T10:30:00+00:00,2022-08-11T14:30:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.869,0.80-0.90,10,london,0.869140625,0.80-0.90,0.130859375,<0.50,23.308204650878906,20-30,0.0013928599655628204,0.0013473505074719408,0.10-0.20%,2,1,1,0,sl_full,-100.1,-1.0009999999899901
bt_20260501_095715,combined_eval,2022-08-11T10:45:00+00:00,2022-08-11T13:30:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.7733946208173613,0.75-0.80,10,london,0.87158203125,0.80-0.90,0.12841796875,<0.50,22.266929626464844,20-30,0.001453812001273036,0.0014051556756908877,0.10-0.20%,2,1,1,1,sl_full,-100.1,-1.00099999998999
bt_20260501_095715,combined_eval,2022-08-11T11:00:00+00:00,2022-08-12T03:15:00+00:00,EURUSD,buy,usd_short_buy,BIAS_UP,0.6914458898775006,0.65-0.70,11,london,0.87890625,0.80-0.90,0.12109375,<0.50,23.27610969543457,20-30,0.001559970318339765,0.0015103902480570444,0.10-0.20%,2,1,1,2,sl_full,-100.1,-1.00099999998999
bt_20260501_095715,combined_eval,2022-08-11T16:15:00+00:00,2022-08-11T22:30:00+00:00,NZDUSD,sell,usd_short_sell,BIAS_DOWN,0.806,0.80-0.90,16,ny,0.1942138671875,<0.50,0.8057861328125,0.80-0.90,51.02511978149414,40-60,0.0006229169084690511,0.000969081565344025,0.05-0.10%,2,1,1,1,sl_full,-100.1,-1.00099999998999
bt_20260501_095715,combined_eval,2022-08-11T16:30:00+00:00,2022-08-11T22:30:00+00:00,NZDUSD,sell,usd_short_sell,BIAS_DOWN,0.7538823712095838,0.75-0.80,16,ny,0.1497802734375,<0.50,0.8502197265625,0.80-0.90,49.66171646118164,40-60,0.0005665280041284859,0.0008813701776009028,0.05-0.10%,2,1,1,2,sl_full,-100.1,-1.0009999999899901
bt_20260501_095715,combined_eval,2022-08-11T16:45:00+00:00,2022-08-11T18:30:00+00:00,NZDUSD,sell,usd_short_sell,BIAS_DOWN,0.6812197276836353,0.65-0.70,16,ny,0.1341552734375,<0.50,0.8658447265625,0.80-0.90,49.16572952270508,40-60,0.0005496576195582747,0.0008551508563187168,0.05-0.10%,2,1,1,3,sl_full,-100.1,-1.00099999998999
bt_20260501_095715,combined_eval,2022-08-12T08:00:00+00:00,2022-08-15T04:45:00+00:00,XAUUSD,buy,risk_off_buy,BIAS_UP,0.871,0.80-0.90,8,london,0.87060546875,0.80-0.90,0.12939453125,<0.50,21.91029930114746,20-30,2.552826166152954,0.0014270115409381371,0.10-0.20%,-2,1,1,0,sl_full,-100.0796,-1.000999999989988
