timestamp,symbol,side,regime,ev,realized_rr,p_bull,p_bear,rr_ratio,pnl,bars_held,session_hour,regime_duration,session_weight,regime_weight,age_weight,expected_variance,exit_reason
2023-09-27T10:00:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.72412109375,0.27587890625,2.52,-100.1004,60,10,,1.0,1.0,1.0,0.6667572259902954,sl_full
2023-09-27T12:15:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.76904296875,0.23095703125,2.36,-100.0994,22,12,,1.0,1.0,1.0,0.6649768352508545,sl_full
2023-09-28T07:00:00+00:00,XAUUSD,sell,BIAS_DOWN,0.0,-1.0009999999899901,0.218505859375,0.781494140625,2.88,-100.102,6,7,,1.0,1.0,1.0,0.685608446598053,sl_full
2023-09-28T07:30:00+00:00,XAUUSD,sell,BIAS_DOWN,0.0,-1.0009999999899886,0.2208251953125,0.7791748046875,2.4,-100.087,4,7,,1.0,1.0,1.0,0.6812945604324341,sl_full
2023-10-20T07:15:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899921,0.85546875,0.14453125,3.55,-100.1217,2,7,,1.0,1.0,1.0,0.6352363228797913,sl_full
2023-10-20T07:30:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899921,0.8662109375,0.1337890625,2.8,-100.1205,1,7,,1.0,1.0,1.0,0.6320851445198059,sl_full
2023-10-20T08:00:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899921,0.84716796875,0.15283203125,2.31,-100.1202,1,8,,1.0,1.0,1.0,0.638571560382843,sl_full
2023-11-07T07:15:00+00:00,GBPJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.90771484375,0.09228515625,4.0,-100.099,19,7,,1.0,1.0,1.0,0.6132457852363586,sl_full
2023-11-07T07:30:00+00:00,GBPJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.9033203125,0.0966796875,3.01,-100.0991,18,7,,1.0,1.0,1.0,0.6147580146789551,sl_full
2023-11-07T07:45:00+00:00,GBPJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.88818359375,0.11181640625,2.42,-100.0995,17,7,,1.0,1.0,1.0,0.619254469871521,sl_full
2023-11-08T13:30:00+00:00,EURJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.93212890625,0.06787109375,4.0,-100.1,14,13,,1.0,1.0,1.0,0.6117920875549316,sl_full
2023-11-08T13:45:00+00:00,EURJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.93115234375,0.06884765625,3.26,-100.0992,13,13,,1.0,1.0,1.0,0.6117362380027771,sl_full
2023-11-08T15:15:00+00:00,EURJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.9140625,0.0859375,2.5,-100.0995,7,15,,1.0,1.0,1.0,0.6126304268836975,sl_full
2023-11-08T15:45:00+00:00,EURJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.904296875,0.095703125,2.22,-100.0994,5,15,,1.0,1.0,1.0,0.6153748631477356,sl_full
2023-11-14T16:30:00+00:00,EURJPY,buy,BIAS_UP,0.0,-1.0009999999899901,0.7216796875,0.2783203125,2.51,-100.1003,2,16,,1.0,1.0,1.0,0.659523069858551,sl_full
2023-11-14T17:45:00+00:00,EURUSD,buy,BIAS_UP,0.0,-1.00099999998999,0.8955078125,0.1044921875,3.96,-100.1,8,17,,1.0,1.0,1.0,0.6210597157478333,sl_full
2023-11-20T08:30:00+00:00,EURUSD,buy,BIAS_UP,0.0,-1.00099999998999,0.87109375,0.12890625,3.71,-100.1,3,8,,1.0,1.0,1.0,0.6321423649787903,sl_full
2023-11-20T08:45:00+00:00,EURUSD,buy,BIAS_UP,0.0,2.695557548301026,0.8837890625,0.1162109375,2.9,269.5558,64,8,,1.0,1.0,1.0,0.6282047033309937,be_or_trail
2023-11-20T09:00:00+00:00,EURUSD,buy,BIAS_UP,0.0,2.495679589936287,0.892578125,0.107421875,2.44,249.568,63,9,,1.0,1.0,1.0,0.6254190802574158,be_or_trail
2023-11-24T16:30:00+00:00,GBPUSD,buy,BIAS_UP,0.0,-1.00099999998999,0.892578125,0.107421875,3.93,-100.1,1,16,,1.0,1.0,1.0,0.6212291121482849,sl_full
2023-11-24T16:45:00+00:00,GBPUSD,buy,BIAS_UP,0.0,3.107191194590738,0.90087890625,0.09912109375,2.99,310.7191,134,16,,1.0,1.0,1.0,0.6213986277580261,be_or_trail
2023-11-27T07:00:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899892,0.84228515625,0.15771484375,3.42,-100.0921,6,7,,1.0,1.0,1.0,0.6411967277526855,sl_full
2023-11-27T07:15:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899901,0.880859375,0.119140625,2.88,-100.101,15,7,,1.0,1.0,1.0,0.6294012665748596,sl_full
2023-11-27T07:30:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899906,0.87841796875,0.12158203125,2.4,-100.1064,4,7,,1.0,1.0,1.0,0.6300857067108154,sl_full
2023-11-28T14:30:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899888,0.93310546875,0.06689453125,4.0,-100.0888,52,14,,1.0,1.0,1.0,0.6180155873298645,sl_full
2023-11-28T15:00:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.00099999998999,0.9208984375,0.0791015625,3.17,-100.0991,50,15,,1.0,1.0,1.0,0.6221333742141724,sl_full
2023-11-28T15:15:00+00:00,XAUUSD,buy,BIAS_UP,0.0,1.241935812057669,0.90185546875,0.09814453125,2.46,124.204,41,15,,1.0,1.0,1.0,0.6290022134780884,be_or_trail
2023-11-28T15:30:00+00:00,XAUUSD,buy,BIAS_UP,0.0,1.11664220473226,0.8955078125,0.1044921875,2.21,111.6672,40,15,,1.0,1.0,1.0,0.6297433972358704,be_or_trail
2023-12-13T16:45:00+00:00,EURJPY,sell,BIAS_DOWN,0.0,2.7164405650708394,0.2208251953125,0.7791748046875,2.87,271.6424,32,16,,1.0,1.0,1.0,0.6779532432556152,be_or_trail
2023-12-13T17:00:00+00:00,EURJPY,sell,BIAS_DOWN,0.0,3.29020696291109,0.182861328125,0.817138671875,2.53,329.0233,22,17,,1.0,1.0,1.0,0.6682434678077698,tp2
2023-12-19T08:00:00+00:00,EURUSD,buy,BIAS_UP,0.0,-1.0009999999899901,0.84130859375,0.15869140625,3.41,-100.1,89,8,,1.0,1.0,1.0,0.6354085803031921,sl_full
2023-12-19T14:30:00+00:00,EURUSD,buy,BIAS_UP,0.0,-1.00099999998999,0.83349609375,0.16650390625,2.62,-100.1,39,14,,1.0,1.0,1.0,0.6429607272148132,sl_full
2023-12-22T09:00:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899881,0.64453125,0.35546875,2.24,-100.0822,7,9,,1.0,1.0,1.0,0.6879622936248779,sl_full
2023-12-22T10:45:00+00:00,EURUSD,buy,BIAS_UP,0.0,3.71315274519061,0.82763671875,0.17236328125,3.28,371.3153,199,10,,1.0,1.0,1.0,0.642208456993103,time_exit
2023-12-22T11:15:00+00:00,XAUUSD,buy,BIAS_UP,0.0,-1.0009999999899868,0.84716796875,0.15283203125,2.69,-100.0693,2,11,,1.0,1.0,1.0,0.653441846370697,sl_full
2023-12-22T11:30:00+00:00,XAUUSD,buy,BIAS_UP,0.0,2.4232845630765985,0.87158203125,0.12841796875,2.38,242.2337,192,11,,1.0,1.0,1.0,0.6467898488044739,be_or_trail
2023-12-27T10:00:00+00:00,EURUSD,buy,BIAS_UP,0.0,-1.00099999998999,0.69482421875,0.30517578125,2.41,-100.1,91,10,,1.0,1.0,1.0,0.6686154007911682,sl_full
2023-12-27T15:15:00+00:00,EURUSD,buy,BIAS_UP,0.0,-1.00099999998999,0.857421875,0.142578125,2.75,-100.1,70,15,,1.0,1.0,1.0,0.6367874145507812,sl_full
2023-12-27T15:30:00+00:00,EURUSD,buy,BIAS_UP,0.0,1.213345575488328,0.85986328125,0.14013671875,2.35,121.3346,68,15,,1.0,1.0,1.0,0.6362413167953491,be_or_trail
2024-01-10T13:45:00+00:00,GBPJPY,buy,BIAS_UP,0.0,-1.0009999999899901,0.84375,0.15625,3.44,-100.1001,13,13,,1.0,1.0,1.0,0.6317992806434631,sl_full
2024-01-10T14:15:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.86328125,0.13671875,3.63,-100.1002,20,14,,1.0,1.0,1.0,0.6355233788490295,sl_full
2024-01-10T16:30:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.0009999999899901,0.8076171875,0.1923828125,2.49,-100.1008,4,16,,1.0,1.0,1.0,0.6417168974876404,sl_full
2024-01-10T17:00:00+00:00,GBPJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.88134765625,0.11865234375,2.88,-100.0997,50,17,,1.0,1.0,1.0,0.617228090763092,sl_full
2024-01-10T17:00:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.875,0.125,2.39,-100.1001,9,17,,1.0,1.0,1.0,0.6282047033309937,sl_full
2024-01-10T17:15:00+00:00,GBPJPY,buy,BIAS_UP,0.0,-1.0009999999899901,0.85498046875,0.14501953125,2.33,-100.1008,49,17,,1.0,1.0,1.0,0.62729412317276,sl_full
2024-01-10T17:15:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.90380859375,0.09619140625,2.22,-100.0994,8,17,,1.0,1.0,1.0,0.619254469871521,sl_full
2024-01-15T16:45:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.83984375,0.16015625,3.4,-100.1001,1,16,,1.0,1.0,1.0,0.629572331905365,sl_full
2024-01-15T17:00:00+00:00,USDJPY,buy,BIAS_UP,0.0,-1.00099999998999,0.84228515625,0.15771484375,2.67,-100.0999,8,17,,1.0,1.0,1.0,0.63037109375,sl_full
