run_id,source_split,timestamp,exit_timestamp,symbol,side,directional_group,regime,confidence,confidence_bin,session_hour,session,p_bull,p_bull_bin,p_bear,p_bear_bin,adx,adx_bin,atr,atr_entry_pct,atr_entry_pct_bin,ema_stack,same_timestamp_entries,same_timestamp_group_entries,pm_open_positions_seen,exit_reason,pnl,realized_rr
bt_20260510_143154,train_tail,2021-10-06T12:00:00+00:00,2021-10-07T02:30:00+00:00,EURUSD,sell,usd_short_sell,BIAS_DOWN,0.815,0.80-0.90,12,off_session,0.184814453125,<0.50,0.815185546875,0.80-0.90,20.23940086364746,20-30,0.0008037546649575233,0.0006960668575004814,0.05-0.10%,-2,1,1,0,sl_full,-100.1,-1.00099999998999
bt_20260510_143154,train_tail,2021-10-14T09:30:00+00:00,2021-10-14T11:15:00+00:00,GBPJPY,buy,gbp_cross_buy,BIAS_UP,0.662,0.65-0.70,9,london,0.66162109375,0.65-0.70,0.33837890625,<0.50,28.39048194885254,20-30,0.12824080884456635,0.0008237825713140993,0.05-0.10%,2,1,1,0,sl_full,-100.1004,-1.0009999999899901
bt_20260510_143154,train_tail,2021-10-14T09:45:00+00:00,2021-10-14T11:30:00+00:00,GBPJPY,buy,gbp_cross_buy,BIAS_UP,0.648338839240242,0.60-0.65,9,london,0.7314453125,0.70-0.75,0.2685546875,<0.50,24.854976654052734,20-30,0.12994204461574554,0.0008350005371496011,0.05-0.10%,2,1,1,1,sl_full,-100.1005,-1.0009999999899901
bt_20260510_143154,train_tail,2021-10-14T11:00:00+00:00,2021-10-15T02:45:00+00:00,GBPJPY,buy,gbp_cross_buy,BIAS_UP,0.6316621724364425,0.60-0.65,11,london,0.802734375,0.80-0.90,0.197265625,<0.50,21.525903701782227,20-30,0.12654373049736023,0.0008137331948044548,0.05-0.10%,2,1,1,2,be_or_trail,226.8512,2.2685127456015644
bt_20260510_143154,train_tail,2021-10-15T07:00:00+00:00,2021-10-15T07:15:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.694,0.65-0.70,7,london,0.6943359375,0.65-0.70,0.3056640625,<0.50,49.48875045776367,40-60,0.0828137919306755,0.0006236610093541743,0.05-0.10%,2,1,1,0,sl_full,-100.1,-1.00099999998999
bt_20260510_143154,train_tail,2021-10-15T07:30:00+00:00,2021-10-15T08:15:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.6847025771456456,0.65-0.70,7,london,0.77197265625,0.75-0.80,0.22802734375,<0.50,38.62987518310547,30-40,0.09256680309772491,0.0006975406475970756,0.05-0.10%,2,2,1,0,sl_full,-100.1005,-1.0009999999899901
bt_20260510_143154,train_tail,2021-10-15T07:30:00+00:00,2021-10-15T10:15:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.729,0.70-0.75,7,london,0.728515625,0.70-0.75,0.271484375,<0.50,37.95670700073242,30-40,0.0753839984536171,0.0006590324236337255,0.05-0.10%,2,2,1,1,sl_full,-100.0997,-1.00099999998999
bt_20260510_143154,train_tail,2021-10-15T07:45:00+00:00,2021-10-15T10:30:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.6713987705948882,0.65-0.70,7,london,0.7568359375,0.75-0.80,0.2431640625,<0.50,33.85965347290039,30-40,0.07333280146121979,0.0006413020154943928,0.05-0.10%,2,1,1,2,sl_full,-100.1005,-1.00099999998999
bt_20260510_143154,train_tail,2021-10-15T08:00:00+00:00,2021-10-15T08:15:00+00:00,EURJPY,buy,eur_cross_buy,BIAS_UP,0.6277290331311097,0.60-0.65,8,london,0.7978515625,0.75-0.80,0.2021484375,<0.50,32.715206146240234,30-40,0.0828346237540245,0.0006243492720889894,0.05-0.10%,2,2,1,3,sl_full,-100.0997,-1.00099999998999
bt_20260510_143154,train_tail,2021-10-15T08:00:00+00:00,2021-10-15T10:30:00+00:00,USDJPY,buy,usd_long_buy,BIAS_UP,0.6497546132409732,0.60-0.65,8,london,0.826171875,0.80-0.90,0.173828125,<0.50,30.35777473449707,30-40,0.07248842716217041,0.0006339012604578523,0.05-0.10%,2,2,1,4,sl_full,-100.1005,-1.00099999998999
